"","symbol","tair","top_spear_cor"
"AT2G45850","AHL9","AT2G45850",0.105207596425583
"AT5G04840","None","AT5G04840",0.10519774560548
"AT2G22270","None","AT2G22270",0.105195864489823
"AT5G27120","None","AT5G27120",0.105183422089011
"AT3G57650","LPAT2","AT3G57650",0.105163674243297
"AT4G29130","HXK1","AT4G29130",0.105147986824609
"AT1G29070","PRPL34","AT1G29070",0.105142680110645
"AT5G60680","None","AT5G60680",0.105142680110645
"AT2G46380","None","AT2G46380",0.105097794843551
"AT5G45960","None","AT5G45960",0.105097794843551
"AT4G25970","PSD3","AT4G25970",0.105095255855178
"AT2G17200","DSK2B","AT2G17200",0.105089684206606
"AT3G17340","None","AT3G17340",0.105077271964872
"AT1G02280","TOC33","AT1G02280",0.1050694360824
"AT3G46320","None","AT3G46320",0.10504210513207
"AT2G06000","None","AT2G06000",0.105038283175813
"AT4G26750","LIP5","AT4G26750",0.105038283175813
"AT5G58620","TZF9","AT5G58620",0.105038283175813
"AT1G06060","None","AT1G06060",0.105025458861694
"AT1G01500","None","AT1G01500",0.1050004794411
"AT2G32640","LCYB","AT2G32640",0.104984577739968
"AT1G24340","EMB260","AT1G24340",0.104979942523692
"AT4G32350","ISTL7","AT4G32350",0.104979942523692
"AT5G41240","GSTT2","AT5G41240",0.104977948915982
"AT5G58040","FIPS5","AT5G58040",0.104960367210988
"AT3G19080","None","AT3G19080",0.104944064392105
"AT3G09070","OPS","AT3G09070",0.10493400425507
"AT3G14350","SRF7","AT3G14350",0.104916998663917
"AT4G30720","PDE327","AT4G30720",0.104914564975941
"AT2G20990","SYTA","AT2G20990",0.10490742277598
"AT2G23380","SET1","AT2G23380",0.10490742277598
"AT3G02200","None","AT3G02200",0.10490742277598
"AT5G39570","PLDRP1","AT5G39570",0.10490742277598
"AT5G64400","AT12CYS-1","AT5G64400",0.10490209368945
"AT4G29260","VSP3","AT4G29260",0.104900644852417
"AT3G60300","None","AT3G60300",0.104896794741966
"AT1G31800","LUT5","AT1G31800",0.104891843579072
"AT1G80750","RPL7A","AT1G80750",0.104891036674443
"AT2G01220","None","AT2G01220",0.10486400868663
"AT5G18590","None","AT5G18590",0.104855860060936
"AT1G14690","MAP65-7","AT1G14690",0.1048350618847
"AT1G10450","SNL6","AT1G10450",0.104818687704079
"AT5G62890","None","AT5G62890",0.104818511755535
"AT5G66300","VND3","AT5G66300",0.10481038915019
"AT2G33450","PRPL28","AT2G33450",0.104802870332761
"AT5G58370","ENGB-3","AT5G58370",0.10480130316201
"AT3G14240","None","AT3G14240",0.104799144312179
"AT1G02660","PLIP2","AT1G02660",0.104778889333583
"AT3G54780","None","AT3G54780",0.104778889333583
"AT1G78550","None","AT1G78550",0.10476645169952
"AT1G65930","CICDH","AT1G65930",0.104761473348672
"AT2G36630","None","AT2G36630",0.104747734746309
"AT1G75090","None","AT1G75090",0.104746403757684
"AT4G26555","None","AT4G26555",0.104746403757684
"AT1G50670","OTU2","AT1G50670",0.104727664265299
"AT5G44680","None","AT5G44680",0.104721230229267
"AT1G10950","TMN1","AT1G10950",0.104719110687629
"AT1G58030","CAT2","AT1G58030",0.104706880934045
"AT5G27650","PDP1","AT5G27650",0.10470516001818
"AT2G31580","ICA1","AT2G31580",0.104704472349438
"AT5G26600","None","AT5G26600",0.104704472349438
"AT1G07745","SSN1","AT1G07745",0.104684738199702
"AT2G17120","LYP1","AT2G17120",0.104684738199702
"AT2G47210","SWC4","AT2G47210",0.104684738199702
"AT5G48360","FH9","AT5G48360",0.104684314997382
"AT3G06650","ACLB-1","AT3G06650",0.10467334266711
"AT3G27740","VEN6","AT3G27740",0.10466401080725
"AT1G21560","None","AT1G21560",0.104655036674451
"AT3G55660","ROPGEF6","AT3G55660",0.104628485791394
"AT5G43940","PAR2","AT5G43940",0.104628205642042
"AT2G42960","None","AT2G42960",0.10462512910475
"AT2G29530","TIM10","AT2G29530",0.104613025553696
"AT4G02790","RBGA","AT4G02790",0.104613025553696
"AT3G27390","None","AT3G27390",0.104603310954212
"AT1G67060","None","AT1G67060",0.104596048121125
"AT5G13590","None","AT5G13590",0.104595409456175
"AT2G28310","None","AT2G28310",0.104587075868266
"AT5G05700","DLS1","AT5G05700",0.104586126155336
"AT1G20020","LFNR2","AT1G20020",0.104576590776091
"AT1G23970","None","AT1G23970",0.10457453047829
"AT2G23450","None","AT2G23450",0.10457453047829
"AT3G52930","FBA8","AT3G52930",0.104532670172982
"AT5G52600","MYB82","AT5G52600",0.10451285277791
"AT1G03687","None","AT1G03687",0.104481130230368
"AT1G09070","SRC2","AT1G09070",0.104481130230368
"AT2G37150","None","AT2G37150",0.104481130230368
"AT2G40270","None","AT2G40270",0.104481130230368
"AT3G06030","NP3","AT3G06030",0.104481130230368
"AT3G07530","DSP4","AT3G07530",0.104481130230368
"AT3G16200","None","AT3G16200",0.104481130230368
"AT3G16565","None","AT3G16565",0.104481130230368
"AT3G21280","UBP7","AT3G21280",0.104481130230368
"AT3G51075","None","AT3G51075",0.104481130230368
"AT3G53900","UPP","AT3G53900",0.104481130230368
"AT3G56830","None","AT3G56830",0.104481130230368
"AT4G26210","None","AT4G26210",0.104481130230368
"AT5G12140","CYS1","AT5G12140",0.104481130230368
"AT2G01450","MPK17","AT2G01450",0.10446714866337
"AT3G28730","SSRP1","AT3G28730",0.104447495247517
"AT2G40830","RHC1A","AT2G40830",0.104443759322435
"AT4G16215","None","AT4G16215",0.104435115290586
"AT1G10170","NFXL1","AT1G10170",0.10442880518858
"AT3G14010","CID4","AT3G14010",0.10442235754881
"AT5G41150","UVH1","AT5G41150",0.104421660929563
"AT1G11400","PYM","AT1G11400",0.104406873403226
"AT1G26150","PERK10","AT1G26150",0.104404801230354
"AT1G64630","WNK10","AT1G64630",0.104404401127684
"AT4G28050","TET7","AT4G28050",0.104404401127684
"AT5G14790","None","AT5G14790",0.104404401127684
"AT1G61430","None","AT1G61430",0.104404348388302
"AT1G78940","None","AT1G78940",0.104390900729127
"AT2G31090","TAX1","AT2G31090",0.104390900729127
"AT2G47020","None","AT2G47020",0.104390900729127
"AT3G08600","None","AT3G08600",0.104390900729127
"AT4G14615","None","AT4G14615",0.104390900729127
"AT5G43850","ATARD4","AT5G43850",0.104390900729127
"AT5G57390","PLT5","AT5G57390",0.104361923273098
"AT2G36340","GPL3","AT2G36340",0.104360735924216
"AT5G05000","TOC34","AT5G05000",0.104360735924216
"AT4G30870","MUS81","AT4G30870",0.104351497269171
"AT4G32400","SHS1","AT4G32400",0.104351497269171
"AT1G15940","PDS5E","AT1G15940",0.104317785689874
"AT2G45160","SCL27","AT2G45160",0.10431385023477
"AT4G11450","None","AT4G11450",0.10431158385496
"AT5G63120","RH30","AT5G63120",0.104297755285512
"AT3G13030","None","AT3G13030",0.104278134933209
"AT4G36270","MORC3","AT4G36270",0.104261384860847
"AT4G18710","UCU1","AT4G18710",0.104237046217562
"AT2G19080","None","AT2G19080",0.104219465934925
"AT5G07360","None","AT5G07360",0.104210518872996
"AT3G55820","None","AT3G55820",0.104203658077214
"AT3G60620","CDS5","AT3G60620",0.104171798124353
"AT2G20550","None","AT2G20550",0.104163743868374
"AT3G25010","RLP41","AT3G25010",0.104163743868374
"AT5G46840","None","AT5G46840",0.104161198931834
"AT5G48650","G3BP-LIKE","AT5G48650",0.104143607928658
"AT1G28360","ERF12","AT1G28360",0.104134980312262
"AT1G54370","NHX5","AT1G54370",0.10413152115756
"AT2G34250","None","AT2G34250",0.104127737797983
"AT1G68070","None","AT1G68070",0.10411212380693
"AT2G36895","None","AT2G36895",0.10411212380693
"AT5G15920","SMC5","AT5G15920",0.10411212380693
"AT5G15390","None","AT5G15390",0.104103704206392
"AT5G67540","None","AT5G67540",0.104103704206392
"AT5G17770","CBR1","AT5G17770",0.104096129914989
"AT1G53910","RAP2.12","AT1G53910",0.104088005583193
"AT5G50850","MAB1","AT5G50850",0.104088005583193
"AT5G24670","TAD3","AT5G24670",0.104080073942122
"AT2G03980","None","AT2G03980",0.104072966732868
"AT2G45870","VCCN2","AT2G45870",0.104070898540535
"AT3G52900","None","AT3G52900",0.104070898540535
"AT5G58960","GIL1","AT5G58960",0.104068265769994
"AT5G40640","None","AT5G40640",0.104045878760836
"AT4G02770","PSAD-1","AT4G02770",0.104039493255577
"AT2G13800","SERK5","AT2G13800",0.104039055536887
"AT1G22430","None","AT1G22430",0.104014454914486
"AT4G27050","None","AT4G27050",0.104013031233226
"AT1G08970","NF-YC9","AT1G08970",0.104012189848816
"AT4G30790","ATG11","AT4G30790",0.10400360011885
"AT4G03190","GRH1","AT4G03190",0.10398808787179
"AT5G14800","P5CR","AT5G14800",0.103969749463193
"AT3G12020","KIN7.3","AT3G12020",0.103946777918517
"AT5G39530","None","AT5G39530",0.10393297751096
"AT1G15240","None","AT1G15240",0.103908814871989
"AT2G37340","RSZ33","AT2G37340",0.103894425868273
"AT2G20060","None","AT2G20060",0.103887373992007
"AT2G46330","ATAGP16","AT2G46330",0.103875756698599
"AT5G18810","SCL28","AT5G18810",0.103851390499473
"AT4G14710","ATARD2","AT4G14710",0.103849890329643
"AT5G35910","RRP6L2","AT5G35910",0.103832033265903
"AT4G30800","None","AT4G30800",0.103828481775707
"AT1G52870","None","AT1G52870",0.103812917016058
"AT1G31880","NLM9","AT1G31880",0.103796989022057
"AT1G05900","NTH2","AT1G05900",0.103748828643472
"AT1G73060","LPA3","AT1G73060",0.103748828643472
"AT4G13590","CMT1","AT4G13590",0.103748828643472
"AT4G35490","MRPL11","AT4G35490",0.103748828643472
"AT3G09360","None","AT3G09360",0.103741761110665
"AT1G14990","None","AT1G14990",0.103740449423374
"AT2G01180","PAP1","AT2G01180",0.103740449423374
"AT3G59530","LAP3","AT3G59530",0.103740449423374
"AT4G13650","None","AT4G13650",0.103740449423374
"AT4G14660","NRPE7","AT4G14660",0.103740449423374
"AT3G13772","TMN7","AT3G13772",0.103739534713261
"AT5G01020","None","AT5G01020",0.103739534713261
"AT5G43700","IAA4","AT5G43700",0.103739534713261
"AT1G02370","None","AT1G02370",0.103733097329357
"AT1G28685","None","AT1G28685",0.103733097329357
"AT1G75335","None","AT1G75335",0.103733097329357
"AT3G46790","CRR2","AT3G46790",0.103733097329357
"AT5G09443","None","AT5G09443",0.103733097329357
"AT2G43160","None","AT2G43160",0.103730823910198
"AT1G77480","None","AT1G77480",0.103729468901217
"AT5G39785","None","AT5G39785",0.103729468901217
"AT3G61415","SK21","AT3G61415",0.103718139093352
"AT2G19740","None","AT2G19740",0.103683860768121
"AT1G79190","None","AT1G79190",0.103665665313339
"AT3G10220","EMB2804","AT3G10220",0.10366363286792
"AT3G12640","None","AT3G12640",0.103642826850683
"AT2G28290","SYD","AT2G28290",0.103626380313435
"AT5G03440","None","AT5G03440",0.103618388408587
"AT3G49590","ATG13","AT3G49590",0.103610743559535
"AT1G09812","None","AT1G09812",0.103607687654161
"AT5G55140","None","AT5G55140",0.103575788825175
"AT5G13260","None","AT5G13260",0.103551567306894
"AT5G25590","None","AT5G25590",0.103551567306894
"AT1G32520","OXR4","AT1G32520",0.103532323781672
"AT5G42300","UBL5","AT5G42300",0.103527940981767
"AT4G39010","GH9B18","AT4G39010",0.103519410222256
"AT5G11320","YUC4","AT5G11320",0.103517783693699
"AT1G56580","SVB","AT1G56580",0.103516040314715
"AT3G11670","DGD1","AT3G11670",0.103495868498351
"AT5G12080","MSL10","AT5G12080",0.103494645625504
"AT3G12990","RRP45A","AT3G12990",0.103473709949563
"AT3G50870","MNP","AT3G50870",0.10347338683121
"AT4G08590","VIM6","AT4G08590",0.103451520318786
"AT1G59610","DRP2B","AT1G59610",0.103440290610074
"AT4G25890","None","AT4G25890",0.103439516666764
"AT1G73570","None","AT1G73570",0.103435238809438
"AT5G62390","BAG7","AT5G62390",0.103435009634488
"AT5G44650","Y3IP1","AT5G44650",0.103431092741082
"AT1G60650","RZ-1B","AT1G60650",0.103429480856521
"AT1G02290","None","AT1G02290",0.103425248829613
"AT1G26940","None","AT1G26940",0.103425248829613
"AT1G33960","IAN8","AT1G33960",0.103425248829613
"AT1G47056","VFB1","AT1G47056",0.103425248829613
"AT1G50630","None","AT1G50630",0.103425248829613
"AT2G41505","None","AT2G41505",0.103425248829613
"AT3G01360","None","AT3G01360",0.103425248829613
"AT3G02500","None","AT3G02500",0.103425248829613
"AT3G04750","None","AT3G04750",0.103425248829613
"AT3G05720","IMPA-7","AT3G05720",0.103425248829613
"AT3G49055","None","AT3G49055",0.103425248829613
"AT4G11640","SR","AT4G11640",0.103425248829613
"AT4G14170","MEF32","AT4G14170",0.103425248829613
"AT4G16892","None","AT4G16892",0.103425248829613
"AT4G36850","None","AT4G36850",0.103425248829613
"AT4G37925","NDHM","AT4G37925",0.103425248829613
"AT4G38010","None","AT4G38010",0.103425248829613
"AT5G08320","None","AT5G08320",0.103425248829613
"AT5G63050","EMB2759","AT5G63050",0.103425248829613
"AT5G64770","RGF9","AT5G64770",0.103425248829613
"AT5G66558","None","AT5G66558",0.103425248829613
"AT2G20760","CLC1","AT2G20760",0.1034104195356
"AT1G30820","CTPS1","AT1G30820",0.103395917112289
"AT2G29560","ENOC","AT2G29560",0.103392364091785
"AT5G42190","SKP1B","AT5G42190",0.103371509649289
"AT4G12700","None","AT4G12700",0.10334072321616
"AT4G39680","None","AT4G39680",0.103332205909118
"AT2G27150","ATAAO3","AT2G27150",0.10332502659656
"AT5G51950","None","AT5G51950",0.103313670559094
"AT1G61250","SCAMP1","AT1G61250",0.103286446379401
"AT4G33350","TIC22-IV","AT4G33350",0.10328620540895
"AT1G60060","None","AT1G60060",0.103284416235031
"AT3G04630","WDL1","AT3G04630",0.103284416235031
"AT1G49480","RTV1","AT1G49480",0.103283346182951
"AT3G09920","PIP5K9","AT3G09920",0.103261845383626
"AT5G10920","None","AT5G10920",0.103256010000016
"AT1G04880","HMGBD15","AT1G04880",0.103224859920702
"AT1G09487","None","AT1G09487",0.103224859920702
"AT2G13290","None","AT2G13290",0.103224859920702
"AT2G32220","None","AT2G32220",0.103224859920702
"AT2G45630","HPPR4","AT2G45630",0.103224859920702
"AT4G14050","MEF35","AT4G14050",0.103224859920702
"AT4G31070","None","AT4G31070",0.103224859920702
"AT5G40540","None","AT5G40540",0.103224859920702
"AT5G49680","None","AT5G49680",0.103224859920702
"AT1G04630","MEE4","AT1G04630",0.103222638599564
"AT2G32060","None","AT2G32060",0.103216146988158
"AT4G06410","None","AT4G06410",0.103211809163286
"AT5G50150","LOTR1","AT5G50150",0.103202699527102
"AT5G07940","None","AT5G07940",0.10320085796074
"AT2G00880","None","AT2G00880",0.103171737813581
"AT5G10520","RBK1","AT5G10520",0.103171737813581
"AT5G42960","None","AT5G42960",0.103171737813581
"AT3G59540","None","AT3G59540",0.103158663293051
"AT1G66150","TMK1","AT1G66150",0.103158051882504
"AT2G43130","RABA5C","AT2G43130",0.103141929262171
"AT1G49910","BUB3.2","AT1G49910",0.103125871010475
"AT1G22280","PAPP2C","AT1G22280",0.103117211014748
"AT3G26935","None","AT3G26935",0.103114816943209
"AT5G01890","PXC2","AT5G01890",0.103114816943209
"AT5G57050","ATABI2","AT5G57050",0.103112419937507
"AT3G25100","CDC45","AT3G25100",0.103110449704916
"AT2G43720","None","AT2G43720",0.103100390736707
"AT1G30880","None","AT1G30880",0.103096746681655
"AT3G48750","CDKA;1","AT3G48750",0.103096746681655
"AT2G23940","None","AT2G23940",0.103081927715149
"AT4G08900","ARGAH1","AT4G08900",0.103081927715149
"AT5G05987","PRA1.A2","AT5G05987",0.103081927715149
"AT1G28200","FIP1","AT1G28200",0.103074608358172
"AT3G62500","None","AT3G62500",0.103074608358172
"AT1G45150","None","AT1G45150",0.103071580015602
"AT1G28440","HSL1","AT1G28440",0.103068187431515
"AT3G07860","None","AT3G07860",0.103060597985212
"AT1G59960","None","AT1G59960",0.103054539996277
"AT2G27330","None","AT2G27330",0.103054539996277
"AT1G22920","CSN5A","AT1G22920",0.103011712246254
"AT1G33810","None","AT1G33810",0.103011712246254
"AT1G52670","BLP1","AT1G52670",0.103011712246254
"AT1G70505","None","AT1G70505",0.103011712246254
"AT2G13650","GONST1","AT2G13650",0.103011712246254
"AT2G15690","DYW2","AT2G15690",0.103011712246254
"AT2G19680","None","AT2G19680",0.103011712246254
"AT2G24100","ASG1","AT2G24100",0.103011712246254
"AT2G31390","FRK2","AT2G31390",0.103011712246254
"AT3G16490","IQD26","AT3G16490",0.103011712246254
"AT3G60370","None","AT3G60370",0.103011712246254
"AT4G11130","SMD1","AT4G11130",0.103011712246254
"AT4G23840","None","AT4G23840",0.103011712246254
"AT4G36260","STY2","AT4G36260",0.103011712246254
"AT4G37200","HCF164","AT4G37200",0.103011712246254
"AT5G11900","None","AT5G11900",0.103011712246254
"AT5G16060","None","AT5G16060",0.103011712246254
"AT5G23490","None","AT5G23490",0.103011712246254
"AT5G52910","ATIM","AT5G52910",0.103011712246254
"AT3G10490","SGS1","AT3G10490",0.103011338718829
"AT4G24550","AP4M","AT4G24550",0.103003601770374
"AT3G22270","PAT1H1","AT3G22270",0.1029845511572
"AT1G27770","PEA1","AT1G27770",0.102975757929455
"AT5G09440","EXL4","AT5G09440",0.102975757929455
"AT2G34520","RPS14","AT2G34520",0.102972862001757
"AT5G59960","None","AT5G59960",0.102972862001757
"AT5G65440","None","AT5G65440",0.102971783124255
"AT1G50140","None","AT1G50140",0.102967701598372
"AT1G63770","None","AT1G63770",0.102967701598372
"AT3G23690","CIL2","AT3G23690",0.102964379979816
"AT5G57685","LSB1","AT5G57685",0.102960479383081
"AT2G25590","None","AT2G25590",0.102952959674023
"AT1G18950","None","AT1G18950",0.102950265169418
"AT1G68710","None","AT1G68710",0.102948778914635
"AT3G05270","VETH1","AT3G05270",0.102936637422545
"AT3G18110","EMB1270","AT3G18110",0.102936637422545
"AT5G45260","SLH1","AT5G45260",0.102936637422545
"AT4G02100","None","AT4G02100",0.102923541301782
"AT2G01570","RGA24","AT2G01570",0.102913367333723
"AT2G32250","FRS2","AT2G32250",0.102903494674964
"AT3G29375","None","AT3G29375",0.102902872294018
"AT5G53440","None","AT5G53440",0.102899021513687
"AT3G04890","None","AT3G04890",0.102895394157492
"AT1G48360","FAN1","AT1G48360",0.102858364893954
"AT1G21380","None","AT1G21380",0.102852972491694
"AT1G68140","None","AT1G68140",0.102830591820579
"AT4G20440","SMB","AT4G20440",0.102830591820579
"AT4G06634","YY1","AT4G06634",0.102825350722099
"AT2G28130","ASAP1","AT2G28130",0.102821414140384
"AT2G36470","None","AT2G36470",0.102812371340398
"AT3G03990","D14","AT3G03990",0.102812371340398
"AT5G57840","None","AT5G57840",0.102790772599721
"AT1G53160","SPL4","AT1G53160",0.102788975183148
"AT3G56590","None","AT3G56590",0.102782286937441
"AT1G32990","PRPL11","AT1G32990",0.1027763329712
"AT1G45230","None","AT1G45230",0.1027763329712
"AT2G37600","None","AT2G37600",0.102771476730671
"AT1G12410","NCLPP2","AT1G12410",0.102728179115042
"AT3G06170","None","AT3G06170",0.102728179115042
"AT5G39380","None","AT5G39380",0.102728179115042
"AT3G05420","ATACBP4","AT3G05420",0.102726949241496
"AT1G34315","None","AT1G34315",0.102715024839076
"AT5G43740","None","AT5G43740",0.102715024839076
"AT1G32120","None","AT1G32120",0.102711301945509
"AT3G18380","SHH2","AT3G18380",0.102711301945509
"AT5G22640","TIC100","AT5G22640",0.10271060862695
"AT4G24220","VEP1","AT4G24220",0.102710424812098
"AT4G13930","SHM4","AT4G13930",0.102708814288227
"AT4G26760","MAP65-2","AT4G26760",0.102701573823217
"AT3G26740","CCL","AT3G26740",0.102698165220583
"AT1G62850","None","AT1G62850",0.102696626500833
"AT1G51400","None","AT1G51400",0.102690649022767
"AT3G09710","IQD1","AT3G09710",0.102690649022767
"AT4G16370","OPT3","AT4G16370",0.102689226156796
"AT4G33580","BCA5","AT4G33580",0.102689226156796
"AT5G19030","None","AT5G19030",0.102689226156796
"AT5G50315","None","AT5G50315",0.102689226156796
"AT2G23985","None","AT2G23985",0.102688352172751
"AT1G01910","GET3A","AT1G01910",0.102684879111423
"AT5G20250","RS6","AT5G20250",0.102679110552063
"AT5G45330","DCP5-L","AT5G45330",0.102679110552063
"AT5G63850","AAP4","AT5G63850",0.102659697352303
"AT1G60870","MEE9","AT1G60870",0.102659538647852
"AT4G14570","ATAARE","AT4G14570",0.102658418549762
"AT2G34850","MEE25","AT2G34850",0.102649453795298
"AT4G19900","None","AT4G19900",0.102621141925883
"AT5G08370","ATAGAL2","AT5G08370",0.102621141925883
"AT5G33280","CLCG","AT5G33280",0.102621141925883
"AT5G11470","SG1","AT5G11470",0.102615703321111
"AT5G56730","None","AT5G56730",0.102615703321111
"AT3G13570","SCL30A","AT3G13570",0.102607094744046
"AT1G05190","RPL6","AT1G05190",0.102603525846442
"AT3G02570","PMI1","AT3G02570",0.102601367466724
"AT1G05120","None","AT1G05120",0.102592154295489
"AT3G43220","SAC3","AT3G43220",0.102592154295489
"AT1G74320","CEK2","AT1G74320",0.1025892292897
"AT2G29340","None","AT2G29340",0.102587502021565
